compound,created_at,source,text,user_location,user_name
0.2732,Thu May 23 07:00:12 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @realSonuNigam: Now it is certain that Modi is coming again. India will now be the wave of development again. And maybe some secular gan…,"Bengaluru, India",Varun Srivatsa
0.0,Thu May 23 07:00:12 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Akka na paisal,,-3
0.9136,Thu May 23 07:00:12 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Congratulations to our beloved PM and to BJP for winning massively. Well done Indian voters, you chose right.  #ElectionResults2019",,Swati88
0.0,Thu May 23 07:00:12 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @kumarkollipara1: Phir ek baar Modi sarkar @narendramodi @TajinderBagga @parigivinod  #ElectionResults2019 #LokSabhaElections2019,"White Field, Bengaluru South",Paragi Ram Vinod
0.0,Thu May 23 07:00:12 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@smritiirani is leading by approx 5,500 votes against @RahulGandhi  in Amethi. #ElectionResults2019 #Amethi… https://t.co/8Cu8XZ5Tcj",Vadodara (NaMo City) Gujarat,JIGAR JOSHI
0.5719,Thu May 23 07:00:12 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @ndtv: YS Jaganmohan Reddy celebrates as YSR Congress heads for a landslide in Andhra Pradesh over the ruling TDP

#ResultsWithNDTV #Ele…",USA ,KS MANN
0.0,Thu May 23 07:00:12 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JanaSUNNA #janasena #APCMYSJagan #ElectionResults2019 https://t.co/mWa31mZL9Y,,Jagan4People
-0.3818,Thu May 23 07:00:12 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @itisprashanth: This EVM hacking bull shit will come to an end now. If they have hacked it, they should have won tamilnadu. MP and MLA t…",,Vinoth Kumar
-0.0772,Thu May 23 07:00:13 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SirJadeja: ""Rahul Gandhi held rallies in 151 constituencies, he's losing 119 of them. He made sure 4 out of every 5 places he visits he…",,Anchal
-0.4062,Thu May 23 07:00:13 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @Babu_Bhaiyaa: So much excitement in Republic TV studio.. that if Arnab had a pistol or battle tank with him.. he would have fired 3-4 r…,India,kundan kumar
0.1531,Thu May 23 07:00:13 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @SirJadeja: PM Narendra Modi's mother Heeraben Modi greets the media and people gathered outside her residence in Gandhinagar to congrat…,India,Anuj singh
0.2225,Thu May 23 07:00:13 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Hat's off @IndiaToday @rahulkanwal what an analysis it was!! Still the number 336-365 my Axis India exit poll ringi… https://t.co/65mQD9q6Ce,Gokak,rajat kalal
0.3129,Thu May 23 07:00:13 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @anuraag_saxena: RT if you think @TIME &amp; @AatishTaseer should apologize. NOW!!!
#Verdict2019 #ElectionResults2019 https://t.co/m79U1FjCbO",,#HemelDigital
0.4137,Thu May 23 07:00:13 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @GirinGovind: If Rahul wins from Wayanad &amp; loses from Amethi, what will he say about EVMs?? #ElectionResults2019",India,Chowkidaar Shashikumar  Varma
-0.3818,Thu May 23 07:00:13 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @im_saiganesh: Let me say how BJP losing Kaniyakumari in this thread. 

Kaniyakumari constituency revolves around 2 issues:

1) Religion…",Los Angeles,PK
0.5859,Thu May 23 07:00:13 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SirJadeja: Gautam Gambhir (BJP)  98,870
Arvinder Singh Lovely (INC) 48,881
Atishi Marlena(AAP)  34,435

#GautamGambhir leading by 64,00…",,Chowkidaar anilkumarsharma
0.0,Thu May 23 07:00:13 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",#KyaSeKyaHoGaya #ElectionResults2019 #Verdict2019 #ModiAaRahaHai #Amethi #ModiAaGaya https://t.co/koU9jAeSTt,"Bombay, India",India Right Now
0.0,Thu May 23 07:00:13 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#OdishaElectionResults: BJD candidate Kishore Chandra Naik leading from Kuchinda Assembly seat
#ElectionResults2019… https://t.co/o2HhJvYxtF",Odisha,Odisha Sun Times
0.6682,Thu May 23 07:00:14 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @AkshayKatariyaa: So looks like nothing will change now if you see the lead so this should be the final results hopefully 
Karnataka 
BJ…","Mumbai, India",rupesh
0.6114,Thu May 23 07:00:14 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @1stIndiaNews: #May23withFirstIndia Result Live : Churu Loksabha seat

BJP Candidate @RahulKaswanMP won! 

#ModiSweep #ElectionResults20…",UDAIPUR,Chowkidar Kamlendra Singh Jhala
-0.2023,Thu May 23 07:00:14 +0000 2019,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",PM Narendra Modi has been granted another term by our electorate. But now if he fails in achieving our country's go… https://t.co/zIdYB7mtgG,"Navi Mumbai, India",Pol Ke Bol!
-0.0772,Thu May 23 07:00:14 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SirJadeja: ""Rahul Gandhi held rallies in 151 constituencies, he's losing 119 of them. He made sure 4 out of every 5 places he visits he…",Kuwait,Sudheer Asokan
0.0,Thu May 23 07:00:15 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#Electionresults2019 summed up

 https://t.co/WtauQkJkGJ",,DR. KPS GILL
0.2732,Thu May 23 07:00:15 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @realSonuNigam: Now it is certain that Modi is coming again. India will now be the wave of development again. And maybe some secular gan…,,kiran
0.5719,Thu May 23 07:00:15 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Modi-Led NDA won #LokSabhaElections2019 by overwhelming majority.
NDA - 326 (-10)
Cong-Led UPA - 111 (+51)
Others -… https://t.co/aTOb8FX72T",Pakistan,Syed Hassaan Hashmi
0.4019,Thu May 23 07:00:15 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Clean Sweep by Congress in Lakshadweepand Puducherry #ElectionResults2019,,Kachra Peti
-0.2023,Thu May 23 07:00:15 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @imMAK02: The Hindus of this country has chosen fascists. 

Don't tell me the BS that they vote for development, they vote Modi because…",,Nawaz Sharif chor hai
-0.0772,Thu May 23 07:00:15 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SirJadeja: ""Rahul Gandhi held rallies in 151 constituencies, he's losing 119 of them. He made sure 4 out of every 5 places he visits he…","Barkuru (Udupi)/B'lore,India",Prakash
0.0,Thu May 23 07:00:15 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Atheist_Krishna: Pic 1: What pidi's were expecting.
Pic 2: What happened.

#ElectionResults2019 https://t.co/SqzN1l8WN5",LONDON,CHOWKIDAR SUHRUTH
0.3612,Thu May 23 07:00:15 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NDA at 340, only a batting lineup like England can chase this total now. #ElectionResults2019","Mumbai, India",Sameer Allana
-0.0516,Thu May 23 07:00:15 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","#ElectionResults2019
congress should leave the family once and for all otherwise they cant come in power for another several years",bareilly,"vibhor(b.ed tet 2011,2012,2018)"
-0.0772,Thu May 23 07:00:16 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @SirJadeja: ""Rahul Gandhi held rallies in 151 constituencies, he's losing 119 of them. He made sure 4 out of every 5 places he visits he…","Paris, France",Prachi Mishra
0.0,Thu May 23 07:00:15 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Reema_bjp @ParasKGhelani @sandeepfromvns @namoArunima @RohiniShah73 @RajendraRai1234 @rsinghbajla @Prakash12Joshi… https://t.co/98wqpp7tbH,bangalore,Chowkidar jainamss
0.0,Thu May 23 07:00:16 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ZakirKhan012: NDA Crosses 300 Seat Mark In Early Trends; Maintains Leads In 312 Seats

#LokSabhaElectionResults2019
#ElectionResults201…",Ankleshwar,Chowkidar Hiren Modi
0.0,Thu May 23 07:00:16 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ECISVEEP: As per latest trends available for all the 542 constituencies, BJP is leading in 292 while INC is leading in 51, DMK in 22, A…","Mumbai, India",viral mehta
0.4754,Thu May 23 07:00:16 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @AlokKNMishraTOI: Aam Aadmi Party's @raghav_chadha has so far turned out to be more popular in South Delhi than international boxer @box…,New Delhi,Bhaskar Majumdar
-0.0772,Thu May 23 07:00:16 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","""Rahul Gandhi held rallies in 151 constituencies, he's losing 119 of them. He made sure 4 out of every 5 places he… https://t.co/opI1o1pWAK","Jaipur, India",RK Tiwari
0.7261,Thu May 23 07:00:16 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @vikramsampath: The lotus blooms again n HOW ! Despite all the negative campaign india reposes its overwhelming faith in PM @narendramod…,"Muzaffarnagar, India",Thakur Rajat pundir
0.926,Thu May 23 07:00:16 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @SadhguruJV: Humility in Victory and Gracefulness in Defeat is the mark of great men. It takes great men to build a Great Nation. -Sg #E…,"San Jose, CA.",GauravR
-0.6486,Thu May 23 07:00:16 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",#AndhraPradesh Chief Minister #ChandrababuNaidu to tender his resignation after being defeated by YSRCP in the Asse… https://t.co/fznBuqssLI,"Gujarat, India",Tv9 Gujarati
0.0,Thu May 23 07:00:17 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @MANJULtoons: #LokSabhaElection2019 #loksabhaElections2019results #Amethi #EVMs
My #cartoon for @firstpost
More: https://t.co/d7EQajd4JI…",,kumareshsomi
-0.1511,Thu May 23 07:00:17 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Faith can do wonders with fake news too! (pun intended) 
#ElectionResults2019","Mumbai, India",Damini Gaur
0.7351,Thu May 23 07:00:17 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@ncbn Go home man. The wiley fox in you got the better of you. Now you have unlimited free time to pursue your inte… https://t.co/SU3srfc2LC,,Chowkidar
0.0,Thu May 23 07:00:17 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",After today's results #ApnaModiAayega #Verdict2019 #ElectionResults2019 https://t.co/tIxxg5XPWT,,Main bhi chowkidar
-0.0772,Thu May 23 07:00:17 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SirJadeja: ""Rahul Gandhi held rallies in 151 constituencies, he's losing 119 of them. He made sure 4 out of every 5 places he visits he…",Gondia (M.H),anish patel
0.4019,Thu May 23 07:00:17 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@UnSubtleDesi They already started doing it, Specially Hindus. For them, #hindus secured victory for #BJP. Cast bas… https://t.co/bI3uQUnzXq","Delhi, INDIA",Chowkidaar Abhishek Parihar
0.4404,Thu May 23 07:00:18 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @bawrapandit: Truly waiting for this moment
@INCIndia
@RahulGandhi

#ApnaModiAayega 
#AbkiBaar300Paar 
#ElectionResults2019 
@alokdubey1…",,MODI FOREVER#MainBhiChowkidar
-0.5106,Thu May 23 07:00:18 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#ElectionswithTNM Ummareddy says ""CBN failed to capture the pulse of the people which is against him , this day wil… https://t.co/ETMlprolHz","Hyderabad, India",CharanTeja
-0.6369,Thu May 23 07:00:18 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @kmalmarugan: It is time to call out Mayawati and Mamta. Their stubborness to ill-treat and abuse Congress has not helped themselves or…,Namma Bengaluru,Nizerys
-0.3182,Thu May 23 07:00:18 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Om Shaanti for the lost lives of BJP cadre in West Bengal.

#ElectionResults2019",UP 25,Saffronite
-0.0772,Thu May 23 07:00:18 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @SirJadeja: ""Rahul Gandhi held rallies in 151 constituencies, he's losing 119 of them. He made sure 4 out of every 5 places he visits he…",Hogwarts,Ankit Mahajan
0.0,Thu May 23 07:00:18 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @HumorouslyVipul: The biggest learning from this election is that South India ke EVMs sahi chal rahe hai, baaki East, West aur North Ind…","Thane, India",Navman Khan
-0.0258,Thu May 23 07:00:18 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @YuvaIndianWritr: I seriously hope Rahul Gandhi loses in Amethi.I think he and his family needs a personal deep setback to realise how h…,Kannur,Viknesh P S
0.5053,Thu May 23 07:00:18 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","wow !!!

a complete majority !!! the #ElectionResults2019 are disgusting ... but its the verdict today !!! 
we did… https://t.co/4H1A3A4Eip","Mumbai, India",Omi
0.0,Thu May 23 07:00:18 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ShaafiAyaan: THE REGINING DEFENDING UNDISPUTED PRIME MINISTER OF INDIAAAAA
NARENDRRRRRRRA MODIIIIIIIIIIIII
#ElectionResults2019 https:/…","Nawanshahr, India",Abhishek Miglani
0.5023,Thu May 23 07:00:18 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TOI: Is this true ?

@BJP4India","Indian, India",Chowkidar Rabi Debnath
0.8658,Thu May 23 07:00:19 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @TheUnRealTimes: Sunny Deol vote share comprises of = BJP/Modi supporters + Gadar fans + People who thought Sunny Leone was contesting #…,"Bengaluru, Karnataka",Abhijeet Rajput
0.5859,Thu May 23 07:00:19 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SirJadeja: Gautam Gambhir (BJP)  98,870
Arvinder Singh Lovely (INC) 48,881
Atishi Marlena(AAP)  34,435

#GautamGambhir leading by 64,00…","Bengaluru South, India",Pranav  Hegde
-0.91,Thu May 23 07:00:19 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","angry, heartbroken, but mostly scared. so scared. #ElectionResults2019",United Kingdom,farheen
-0.0772,Thu May 23 07:00:19 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SirJadeja: ""Rahul Gandhi held rallies in 151 constituencies, he's losing 119 of them. He made sure 4 out of every 5 places he visits he…",,Gyanvi
0.0,Thu May 23 07:00:19 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#ElectionResults2019,New Delhi,Ajay
0.0,Thu May 23 07:00:19 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ECISVEEP: As per current trends available for all the 542 constituencies, BJP is leading in 291 while INC is leading in 50, DMK in 22,…",New Delhi,Dr.Sachin Arora
0.0,Thu May 23 07:00:19 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#ElectionResults2019  waiting for the final nail in the coffin #Amethi,,Chowkidar Anuradha @AKo660
0.4019,Thu May 23 07:00:19 +0000 2019,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @INCdilse: If the leads now for RSS-BJP ends up as actual results then the 21 opposition parties representing 75% of the electorate shou…,,Dharmasthapana
0.0,Thu May 23 07:00:20 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ndtv: #ResultsWithNDTV | YS Jaganmohan Reddy completely decimating Chandrababu Naidu in Andhra Pradesh, leading in all 25 seats #Electi…",NYC,AP
0.5719,Thu May 23 07:00:20 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ndtv: YS Jaganmohan Reddy celebrates as YSR Congress heads for a landslide in Andhra Pradesh over the ruling TDP

#ResultsWithNDTV #Ele…","New Delhi, India",Prateek
0.0,Thu May 23 07:00:20 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#LokSabhaElections2019
#ElectionResults2019 #Namo_Again #CountingDay #Amethi #GobackModi #Verdict2019 #Begusarai https://t.co/fMr7gFV5xZ",,Pritesh Mishra
0.6808,Thu May 23 07:00:20 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @BeingTrickyy: Arnav Goswami- Sunny leone Gurudaspur se aage chal rahe hain

Sunny deol-
#ElectionResults2019 https://t.co/RXh3gQyu54",,Arushi didn't
0.7351,Thu May 23 07:00:20 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Congratulations to you and all Modiji fan,"california,usa",himanshu vajir
-0.4767,Thu May 23 07:00:20 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @roooossshhiiiii: Reporter:  how do you feel about BJP leading and congress being thrashed badly?

Sonia gandhi :
#ElectionResults2019 h…",,deepa.k
0.5624,Thu May 23 07:00:20 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @prernabhardwaj_: I really want to see this smile after Amethi’s final results,this lady not only deserves to win hearts but Amethi’s se…",,Raji Iyer
0.0,Thu May 23 07:00:21 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Atheist_Krishna: Ho Gaya NYAY.

#ElectionResults2019","Madhya Pradesh, India",Sourabh Bishnoi
0.0,Thu May 23 07:00:21 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",#ElectionResults2019 Agatha Sangma (NPP) currently leading with 56856 (Tura) #Meghalaya #NortheastIndia Source: Ele… https://t.co/tYm7xnoSnS,"Guwahati, India",Eclectic Northeast
0.5859,Thu May 23 07:00:21 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @rlkrishna99: Joy of Jaganmohan @ysjagan https://t.co/645HKHDQlH,"White Field, Bengaluru South",Paragi Ram Vinod
0.7482,Thu May 23 07:00:22 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @MrsGandhi: Sensex crosses 40000!!!
Nifty breaks the 12000 barrier!!!
Grand celebrations of @narendramodi's victory in the indian stock…",,Anandpd
0.5267,Thu May 23 07:00:22 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @manakgupta: BJP+ is winning Arunachal Pradesh assembly election too #ElectionResults2019,,dheeraj
0.4767,Thu May 23 07:00:22 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#ElectionResults2019
We all respect this man for his affort and work... https://t.co/5J3TJgKO2M","Allahabad, India",Banter kicks (Akash K. Gupta)
0.0,Thu May 23 07:00:22 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @RoflGandhi_: Neetu shattran aala azaad ummidwar.

#ElectionResults2019 https://t.co/u8q1L6ZY5U","chandigarh
",Kuldeep
0.0,Thu May 23 07:00:22 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @SmokingSkills_: Jai Shree Ram Asif bhai https://t.co/XE1W9Zt0pU,temple city,Born Wanderer
0.5106,Thu May 23 07:00:22 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @sureshpprabhu: The results which are swinging to one side by a huge margin speaks volumes of Shri @narendramodi ji's vision, reforms ro…","Ahmadabad City, India",Chowkidar Zalkit Patel
-0.0772,Thu May 23 07:00:22 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @SirJadeja: ""Rahul Gandhi held rallies in 151 constituencies, he's losing 119 of them. He made sure 4 out of every 5 places he visits he…",,Dev Parakh Jain
0.5106,Thu May 23 07:00:22 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @the_hindu: #ResultswithTH | In Assam, BJP enjoys a lead of 9 out of the 14 total constituencies, while Asom Gana Parishad and AIUDF lea…",India,^ _ ^
0.6908,Thu May 23 07:00:22 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @notthatmonster: Pragya Thakur is Winning,
Atishi is Losing.
Thats how we have changed. Congratulation India. 
#ElectionResults2019",,Azmal Ah
-0.0772,Thu May 23 07:00:22 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SirJadeja: ""Rahul Gandhi held rallies in 151 constituencies, he's losing 119 of them. He made sure 4 out of every 5 places he visits he…",,Night Watchman #IPL #RCB
0.0,Thu May 23 07:00:22 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @vivekagnihotri: BJP ab lagbhag jeet hi gayi hai. Par ek baat tay hai ki AAP poori tarah se dhwast ho gayi hai. #ElectionResults2019,Telangana,Chowkidar Jinit
0.0,Thu May 23 07:00:23 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @ikpsgill1: #ElectionResults2019 #ModiAaRahaHai https://t.co/4RBKhcGyli,"Mumbai, India",Chowkidar Vitthal shewale
0.0,Thu May 23 07:00:23 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Atheist_Krishna: Pic 1: What pidi's were expecting.
Pic 2: What happened.

#ElectionResults2019 https://t.co/SqzN1l8WN5","Lucknow, India",Dheerendra Pal
0.0,Thu May 23 07:00:23 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@INCIndia ghar bhejo gandhi ko,"Mumbai, India",theoritical
0.0,Thu May 23 07:00:24 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @ndtv: #ResultsWithNDTV | Celebrations outside BJP office in Kolkata. Bengal is looking at a saffron surge as the BJP is racing towards…,howthone C.A. .. DC BC MC ,amit gupta
0.4215,Thu May 23 07:00:24 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",#ElectionResults2019 #Verdict2019 Sunny Leone,,Press Release Watch
0.0,Thu May 23 07:00:24 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @AkshayKatariyaa: We Voted BJP for development
We Voted BJP for electricity
We Voted BJP because of their schemes
We Voted BJP because t…",,Riya Mehta
0.5859,Thu May 23 07:00:24 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @SirJadeja: Gautam Gambhir (BJP)  98,870
Arvinder Singh Lovely (INC) 48,881
Atishi Marlena(AAP)  34,435

#GautamGambhir leading by 64,00…","Mumbai, India",Chowkidar ASHUTOSH MENDON
0.0,Thu May 23 07:00:24 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Trsamithi 11 kyun 17 hai na,"telangana,INDIA ",MUHAMMED SAIFULLAH QUADRI (I.p.s)
0.0,Thu May 23 07:00:25 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @IndianExpress: Sonia Gandhi leads by 37,000 votes in Rae Bareli in Uttar Pradesh. 

LIVE updates of #ElectionResults2019 in UP here:  h…",Jaipur Rajasthan India,Lokesh kumawat
0.0,Thu May 23 07:00:25 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @LogicalGabbar: Current situation of election.

#IndianElections2019 #ElectionResults2019 #Elections2019 #BJP #ModiAaRahaHai #AbkiBaar30…",,Chowkidar Ankit Kumar
0.0,Thu May 23 07:00:25 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @NaMoleague: Is Baar 300 paar 

#vijayibharat #PhirEkBaarModiSarkar
#Namo_Again

 #LokSabhaElections2019
#Verdict2019 
#ElectionResults2…","New Delhi, India",Chowkidar kamal Thakur
0.0,Thu May 23 07:00:25 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @niiravmodi: Raj tilak ki Karo taiyaari
Fir aa rahi hai Berozgaari

#ElectionResults2019",India,DeshBhakt Priyank Mehta #RYP
0.0,Thu May 23 07:00:25 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Imtiaz Jaleel Syed of AIMIM is leading from Aurangabad, I think that is the debut (Lok Sabha) of AIMIM in Maharasht… https://t.co/lqdh4QjzQx",N 18°34' 0'' / E 73°52' 0'',chaitannya
0.0,Thu May 23 07:00:25 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NDTV has to answer their bosses (who really sitting in Pakistan) about the deliverables and money given by them to… https://t.co/fTPuPE5Lhf,India,Lotus Blooms Again
-0.296,Thu May 23 07:00:25 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @ippatel: Naxali Kumar is at No. 3 in #begusarai.

#ElectionResults2019","Agra, India",Chowkidar Pradeep Kumar
